song,artist,
Gloom And How It Gets That Way,Every Time I Die,
Champing At The Bit,Every Time I Die,
Tusk And Temper,Every Time I Die,
All This And War,Every Time I Die;'68,
Roman Holiday,Every Time I Die,
Underwater Bimbos From Outer Space,Every Time I Die,
A Strange Loop,Every Time I Die,
Fear and Trembling,Every Time I Die,
Glitches,Every Time I Die,
People Verses,Every Time I Die,
Fake Dinosaur Bones,The Callous Daoboys,
Faraday Cage,The Callous Daoboys,
Contrail Crucifix,The Callous Daoboys,
Flip-Flops at a Funeral,The Callous Daoboys,
Misery's a Muse,thoughtcrimes,
Cliff Burton Suprise,The Tony Danza Tapdance Extravaganza,
Mall-Nutrition,Heavy Heavy Low Low,
Passenger 57,The Tony Danza Tapdance Extravaganza,
Neoprene Byzantine,Closure in Moscow,
This Is Forever,The Tony Danza Tapdance Extravaganza,
Don't Try This at Home,The Tony Danza Tapdance Extravaganza,
Hold the Line,The Tony Danza Tapdance Extravaganza,
Lies,Nails,
Obscene Humanity,Nails,
Enemy,Nails,
I Will Not Follow,Nails,
Unsilent Death,Nails,
Suffering Soul,Nails,
Season of Blood,God Complex,
Canadian Bacon,The Tony Danza Tapdance Extravaganza,
The Alpha the Omega,The Tony Danza Tapdance Extravaganza,
Human Being Human,No Machine,
Robert Rios,The Chariot,
What a Day,Faith No More,
King for a Day,Faith No More,
Digging the Grave,Faith No More,
Ricochet,Faith No More,
The Gentle Art of Making Enemies,Faith No More,
Cuckoo for Caca,Faith No More,
The Drowning Man,thoughtcrimes,
Panopticon,thoughtcrimes,
"""The Potter Has No Hands""",Norma Jean,
Hive Minds,Norma Jean,
Andy Sundwall,The Chariot,
Karma Police,Radiohead,
Paranoid Android,Radiohead,
Cats In The Cradle,Ugly Kid Joe,
The City,The Chariot,
Mean Shadow,He Is Legend,
"Decisions, Decisions, Decisions",He Is Legend,
Don't Touch That Dial,He Is Legend,
That's Nasty,He Is Legend,
Cult Of She,He Is Legend,
Stranger Danger,He Is Legend,
The Primarily Blues,He Is Legend,
Party Time!,He Is Legend,
Everyone I Know Has Fangs,He Is Legend,
Dicephalous,He Is Legend,
Future's Bright Man,He Is Legend,
Musketeers,Moon Tooth,
Killing Is My Business...And Business Is Good!,Megadeth,
Still Life - 2015 Remaster,Iron Maiden,
Nymphaeaceae,Moon Tooth,
Deathwish Blues,Moon Tooth,
Back Burner,Moon Tooth,
I Revere,Moon Tooth,
Through Ash,Moon Tooth,
You've Seen the Butcher,Deftones,
Royal,Deftones,
CMND/CTRL,Deftones,
Father's Son,LIMBS,
One Year From Now,Katatonia,
Complicity,Katatonia,
Walking By A Wire,Katatonia,
Wealth,Katatonia,
Will I Arrive,Katatonia,
A Premonition,Katatonia,
Burn The Remembrance,Katatonia,
Crutch Field Tongs,The Dillinger Escape Plan,
Gave Up,Nine Inch Nails,
Do You Need Me to Remind You? - live,Greg Puciato,
Deep Set - live,Greg Puciato,
Evisceration Plague,Cannibal Corpse,
Ghost of Departure,Eye Of Horus,
The Nithing,Eye Of Horus,
Ankh,Scarab,
Something In The Way,Nirvana,
Pigeon Superstition,Bird Problems,
Alpha Howl,Moon Tooth,
September City - live,Greg Puciato,
Never Wanted That,Greg Puciato,
Wedlock Waltz,thoughtcrimes,
Misery's a Muse,thoughtcrimes,
Punk Rock Guilt,thoughtcrimes,
Soapbox Sermon,thoughtcrimes,
The Drowning Man,thoughtcrimes,
Artificer,thoughtcrimes,
Lying at the Bottom of the Sky,Greg Puciato,
Crazy All Around,Greg Puciato,
Absence Excerpt - live,Greg Puciato,
Calculating Infinity,The Dillinger Escape Plan,
Clip The Apex...Accept Instruction,The Dillinger Escape Plan,
Last,Nine Inch Nails,
Wish,Nine Inch Nails,
Hollywood Squares,The Dillinger Escape Plan,
43% Burnt (Live),The Dillinger Escape Plan,
Abe the Cop,The Dillinger Escape Plan,
Paranoid,The Dillinger Escape Plan,
Johnny B. Goode,Judas Priest,
The Perfect Design,The Dillinger Escape Plan,
We Are the Storm,The Dillinger Escape Plan,
Phone Home,The Dillinger Escape Plan,
Van Damsel,The Dillinger Escape Plan,
Goon,Moon Tooth,
Thumb Spike,Moon Tooth,
The Conduit,Moon Tooth,
Nymphaeaceae,Moon Tooth,
Trust,Moon Tooth,
Bats in the Attic,Moon Tooth,
Queen Wolf,Moon Tooth,
Awe at All Angles,Moon Tooth,
On A Plain,Nirvana,
Prism of Doubt,Jerry Cantrell,
Setting Sun,Jerry Cantrell,
Brighten,Jerry Cantrell,
Now You’ve Really Done It,Greg Puciato;Tyler Bates;Gil Sharone,
Lowered,Greg Puciato;Reba Meyers,
Evil Prevails,Cristobal Tapia De Veer,
A New Brand of Drug,Cristobal Tapia De Veer,
Inertia,Sentinels,
Elden Ring - Theme - Epic Version,L'Orchestra Cinematique;Alala,
"He's a Pirate (From ""Pirates of the Caribbean"")",Taylor Davis,
Swint? or Slude?,Stolen Babies,
Frances Farmer Will Have Her Revenge On Seattle - Demo / Instrumental,Nirvana,
Burn In Hell,Error,
Nothing's Working,Error,
I Wouldn't If You Didn't,The Dillinger Escape Plan,
Plateau - Live,Nirvana,
Dumb - Live,Nirvana,
The Mandalorian Main Theme,Alina Gingertail,
Toss a Coin to Your Witcher - Instrumental,Taylor Davis,
Star Wars Main Theme - Epic Version,Celestial Aeon Project,
tremolo+delay,toe,
The Grudge,TOOL,
Flyers,BRADIO,
DICE,BAND-MAID,
The Rumbling,SiM,
Broken Vision Rhythm,Loathe;Harry Rule,
A Colossal Wreck,Every Time I Die,
Lower Empire,Silent Planet,
Severing the Senses,Dying Wish,
Innate Thirst,Dying Wish,
Enter the Flesh,Heriot,
Fragments of a Bitter Memory,Dying Wish,
Dispirit,Heriot,
The Narcissist,Devil Sold His Soul,
Savannah & The Colt 95,Johnny Booth,
Sleeping with Serpents,Johnny Booth,
Field 6,Johnny Booth,
Hold/Release,Palm Reader,
Gods,Sleep Token,
Decima,Katatonia,
Consternation,Katatonia,
Increase,Katatonia,
Deliberation,Katatonia,
In the White,Katatonia,
Follower,Katatonia,
Journey Through Pressure,Katatonia,
Absence,END;Pete Morcey,
Pariah,END,
"Cello Concerto No. 2 in D Major, Hob. VIIb:2: III. Rondo – Allegro",Joseph Haydn;Pavel Gomziakov;Erik Heide;Orquestra Gulbenkian,
"The Seven Last Words of Christ, Hob.XX:2: Sonata II ""Fürwahr, ich sag' es dir"" (Grave e cantabile)",Joseph Haydn;Cuarteto Casals,
Straight Jacket Fashion,Chevelle,
"Concerto for Trumpet and Orchestra, in E-flat Major Hob.VIIe: 1: I. Allegro",Joseph Haydn;Raymond Leppard;Wynton Marsalis;English Chamber Orchestra,
"Haydn: Symphony No. 94 in G Major, Hob. I:94 ""Surprise"": IV. Finale. Allegro di molto",Joseph Haydn;André Previn;Pittsburgh Symphony Orchestra,
"Cello Concerto No. 1 in C Major, Hob.VIIb:1: III. Allegro molto",Joseph Haydn;Steven Isserlis;Chamber Orchestra of Europe;Sir Roger Norrington,
"Die Schöpfung, Hob. XXI:2, Pt. 1: Introduction. Die Vorstellung des Chaos – No. 1, Recit. Im Anfange schuf Gott Himmel und Erde – Chorus. Und der Geist Gottes schwebte auf der Fläche der Wasser",Joseph Haydn;Gösta Winbergh;Kurt Moll;Berliner Philharmoniker;James Levine;Stockholm Radio Chorus;Stockholm Chamber Choir;Gustav Sjökvist,
Entombment of a Machine,Job For A Cowboy,
Filistata,Stolen Babies,
The Impressionist,Tallah,
A Brief Article Regarding Time Loops,The Callous Daoboys,
Baby's First Coffin,The Dillinger Escape Plan,
"To Samo, From Samo",Johnny Booth,
Rats,Ghost,
Ornaments from the Well,Greyhaven,
All Candy,Greyhaven,
More and More Hands,Greyhaven,
In a Room Where Everything Dies,Greyhaven,
And It's Still Too Loud,Greyhaven,
The Quiet Shakes,Greyhaven,
Fed to the Lights,Greyhaven,
Foreign Anchor,Greyhaven,
Of Snakes and Swans,Greyhaven,
A Painful and Necessary Action,Greyhaven,
Doom Woods,Whitechapel,
Lovelace,Whitechapel,
Third Depth,Whitechapel,
The Other Side,Whitechapel,
In the Eyes of a Sword,Hungry Lights,
Brimstone,Whitechapel,
The House of Hades,Darren Korb,
One Shot at Glory,Judas Priest,
There's a Time and a Place for Everything,The Tony Danza Tapdance Extravaganza,
Map Change,Every Time I Die,
All Apologies,Nirvana,
Dumb,Nirvana,
Serve The Servants,Nirvana,
Rape Me,Nirvana,
Very Ape,Nirvana,
Panic Attack,Dream Theater,
Deer Hunter,The Gloom In The Corner,
Warfare,The Gloom In The Corner,
Requiem,The Gloom In The Corner,
Violence,The Gloom In The Corner,
No Holding Back,Myrath,
Atba'a Al-Namrood,Al-Namrood,
Muck Fun Mohan,The Down Troddence,
Hell Within Hell,The Down Troddence,
Electric Red,Meshuggah,
Aaj,Bloodywood,
Gaddaar,Bloodywood,
Chakh Le,Bloodywood,
Nyárutó,Dalriada,
Hail to the Heroes,Girish And The Chronicles,
Dana-Dan,Bloodywood,
Codru,E-An-Na,
Floare de Fier,E-An-Na,
Allein - Bonus Track,Nemesea,
Monster,Stream of Passion,
Malere,E-An-Na,
Tears of the Dead,ARKA'N ASRAFOKOR,
Les Peuples De L'ombre,ARKA'N ASRAFOKOR,
L'enfer des dieux,Mass Hysteria,
"If You Got It At Five, You Got It At Fifty",Norma Jean,
Shiva,The Down Troddence,
Forgotten Martyrs,The Down Troddence;Baiju Dharmajan,
Scarface,Zygnema,
Nagavalli,The Down Troddence,
Ranti Nasha,Bhayanak Maut,
Mach Speed Running,Kryptos,
Goddam Kids These Days,Every Time I Die,
The Skull Beneath the Skin,Megadeth,
Mechanix,Megadeth,
Electric Eye,Judas Priest,
Hell Patrol,Judas Priest,
Night Crawler,Judas Priest,
Metal Meltdown,Judas Priest,
All Guns Blazing,Judas Priest,
Painkiller,Judas Priest,
Leather Rebel,Judas Priest,
Between the Hammer & the Anvil,Judas Priest,
Symphony Of Destruction,Megadeth,
Rust In Peace...Polaris,Megadeth,
Tornado Of Souls,Megadeth,
Lucretia,Megadeth,
Poison Was The Cure,Megadeth,
Five Magics,Megadeth,
Take No Prisoners,Megadeth,
Holy Wars...The Punishment Due,Megadeth,
Hangar 18,Megadeth,
Parasites,Aversions Crown,
Defective Breed,Thy Art Is Murder,
Gates of Misery,Thy Art Is Murder,
Dead Sun,Thy Art Is Murder,
Infinite Forms,Thy Art Is Murder,
Immolation,Thy Art Is Murder,
Shadow of Eternal Sin,Thy Art Is Murder,
Vile Creation,Thy Art Is Murder,
The Purest Strain of Hate,Thy Art Is Murder,
Caring About Anything Is Gay,Anal Cunt,
Take the Time,Dream Theater,
She Moves,James and the Cold Gun,
Umber Tower,Hungry Lights,
Fothcrah,Hungry Lights,
"Behold, Malevolence",Enterprise Earth,
Honeybrains,Royal Blood,
Misanthropic,The Gloom In The Corner,
Exit Strategy Of A Wrecking Ball,Diablo Swing Orchestra,
Ornaments from the Well,Greyhaven,
Arguments,CRASHFACE,
Telescope,Tallah,
"Michael Myres Said 'I'll See You in Court""",p.s.you'redead,
Lethargy,Employed To Serve,
Molotov Smile,CRASHFACE,
COLD,CRASHFACE,
"You're The Worst Thing That's Ever Happened To Me, Ever",CRASHFACE,
Loading Screen Infinity,CRASHFACE,
ultraplasticplanetkiller,CRASHFACE,
Parasitic Twins - Bonus Instrumental Version,The Dillinger Escape Plan,
Ghost and Razor,Chevelle,
"So Long, Mother Earth",Chevelle,
Verruckt,Chevelle,
Vanilla Paste,Tallah;Fire From The Gods;Chelsea Grin;Guerrilla Warfare,
Sandbox Magician,The Dillinger Escape Plan,
The Mullet Burden,The Dillinger Escape Plan,
It Doesn't Matter Why,Silversun Pickups,
The Sleeper,Mandroid Echostar,
Haunted Vows,Mandroid Echostar,
A Dead World At Sunrise,The Human Abstract,
Breathing Life Into Devices,The Human Abstract,
Metanoia,The Human Abstract,
Calm In The Chaos,The Human Abstract,
Echoes Of The Spirit,The Human Abstract,
A Violent Strike,The Human Abstract,
Delivery,Chevelle,
The Gist,Chevelle,
Tug-O-War,Chevelle,
Under the Knife,Chevelle,
Bad Reputation,Adelitas Way,
Unleashed,Killswitch Engage,
Bullet With Butterfly Wings - Remastered 2012,The Smashing Pumpkins,
Milk It,Nirvana,
Highway Robbery,The Dillinger Escape Plan,
Deepfake,Johnny Booth,
Unretrofied,The Dillinger Escape Plan,
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,
Holy Roller (feat. Ryo Kinoshita),Spiritbox;Ryo Kinoshita,
Spoonman,Soundgarden,
Parabola,TOOL,
Smtp,MASTER BOOT RECORD,
Irc,MASTER BOOT RECORD,
Gopher,MASTER BOOT RECORD,
Telnet,MASTER BOOT RECORD,
Ftp,MASTER BOOT RECORD,
Http,MASTER BOOT RECORD,
Pop3,MASTER BOOT RECORD,
Awful Fall,Stolen Babies,
Lies Irae,Dope Stars Inc.,
Crash,MASTER BOOT RECORD,
(sic),Blood Youth,
Just Like You,Three Days Grace,
Holy Roller,Spiritbox,
Of the Abyss,Lorna Shore,
Distress Rehearsal,Every Time I Die,
Head Down,Nine Inch Nails,
House of Straw,Bury Your Dead,
Space Heater - (Alternate Piano Version),Greyhaven,
The Rutherford Experiment,Candiria,
Blood,Candiria,
Autonomous Mind,Beneath The Massacre,
Jawless,Lotus Eater,
Pure Schlock,The Callous Daoboys,
Doom Patrol,Deadguy,
Stickybee,Josh Woodward,
Scentless Apprentice,Nirvana,
In the Mystery - Remastered,Allan Holdsworth,
The Clincher,Chevelle,
Panic Prone,Chevelle,
Breach Birth,Chevelle,
Constant Fear,Bohren & Der Club Of Gore,
Devil Take the Hindmost - Remastered,Allan Holdsworth,
Metal Fatigue - Remastered,Allan Holdsworth,
Labyrinth,Hiromi;Anthony Jackson;Simon Phillips,
Voice,Hiromi;Anthony Jackson;Simon Phillips,
Keep Me in the Dark,Fiends,
Blondie,Greyhaven,
All My Friends Are Dead,Turbonegro,
IO.SYS,MASTER BOOT RECORD,
CONFIG.SYS,MASTER BOOT RECORD,
Conflict of Interest,156/Silence,
Dream Gone Bad,Killer Be Killed,
Evacuation - live,Greg Puciato,
"You, Staring at Me, Staring at You",Greg Puciato,
No Happy Ending,The Mechanisms,
'The Aurora Strikes',The Mechanisms,
Horse Hunter,The Dillinger Escape Plan,
Hammer of the Witch,Ringworm,
Gallons Of Rubbing Alcohol Flow Through The Strip,Nirvana,
Frances Farmer Will Have Her Revenge On Seattle,Nirvana,
Heart-Shaped Box,Nirvana,
Dive,Nirvana,
Obsession,Aviana,
Don't Wanna Deal,Greg Puciato,
Absence as a Presence,Greg Puciato,
Hip To Be Square,Huey Lewis & The News,
In the Shadows,The Rasmus,
A Drowning,How To Destroy Angels,
Dystopia,Lake Of Tears,
They Don't Care About Us,Saliva,
Out of the Black,Royal Blood,
Vortex,Jinjer,
Motion 17,The Secret Post,
Let It In,Josh Woodward,
Graduation Day,Dreambeaches,
14 Years Past 80,Johnny Booth,
September City,Greg Puciato,
Heartfree,Greg Puciato,
Evacuation,Greg Puciato,
Roach Hiss,Greg Puciato,
Down When I'm Not,Greg Puciato,
Do You Need Me to Remind You?,Greg Puciato,
Fire for Water,Greg Puciato,
Deep Set,Greg Puciato,
Anhedonia,Silent Planet,
Ink and Sky,Johnny Booth;Tommy Rogers,
Mr. Grey,Johnny Booth,
Pueblo Smash,Johnny Booth,
Connections,Johnny Booth,
Pills for the Havoc,Johnny Booth,
Panoramic,Johnny Booth,
Follower,Johnny Booth,
Choke,Johnny Booth,
Feast Is Over,Johnny Booth,
Tablescrap,Stolen Babies,
Dark Distance,Every Time I Die,
Jim Fear,The Dillinger Escape Plan,
Sugar Coated Sour,The Dillinger Escape Plan,
Sleep Apnea - Acoustic Version,Chevelle,
Fever Dreams,Johnny Booth,
Left Hand Assurance,Johnny Booth,
34 Ghosts IV,Nine Inch Nails,
29 Ghosts IV,Nine Inch Nails,
27 Ghosts III,Nine Inch Nails,
13 Ghosts II,Nine Inch Nails,
11 Ghosts II,Nine Inch Nails,
03 Ghosts I,Nine Inch Nails,
Insomnia,Josh Woodward,
You're Not a Person Unless You're Acting,Johnny Booth,
Impulse Adrift,Johnny Booth,
Assault & Batteries,Ice Nine Kills,
Hip To Be Scared [Feat. Jacoby Shaddix],Ice Nine Kills;Jacoby Shaddix,
Take Your Pick [Feat. Corpsegrinder],Ice Nine Kills;Corpsegrinder,
Wolf Totem (feat. Jacoby Shaddix of Papa Roach),The HU;Jacoby Shaddix;Papa Roach,
Gallows Hill,Josh Woodward,
By the Sword (feat. Andrew Stockdale or Wolfmother),Slash;Andrew Stockdale;Andrew Stockdale of Wolfmother,
Methylchloroisothiazolinone,Josh Woodward,
The Wicker Man - 2015 Remaster,Iron Maiden,
Zombie Barricades,The Company Band,
The Difference Between Medicine And Poison Is In The Dose,Circa Survive,
Innate Thirst - Single Version,Dying Wish,
"Cowards Feed, Cowards Bleed",Dying Wish,
All I've Become,Revel 9,
I Want To Destroy Something Beautiful,Josh Woodward,
The Good Soldier,Nine Inch Nails,
Power of the High,Cane Hill,
What It Is,Revel 9,
Quietmind,Revel 9,
The Good Fight,Revel 9,
A Match Where Great Fire Should Be,Greyhaven,
Every Day Is Exactly The Same,Nine Inch Nails,
Only,Nine Inch Nails,
Getting Smaller,Nine Inch Nails,
Sunspots,Nine Inch Nails,
Tourette's,Nirvana,
Radio Friendly Unit Shifter,Nirvana,
Pennyroyal Tea,Nirvana,
Aneurysm,Nirvana,
Bad Apples,Guns N' Roses,
Bad Obsession,Guns N' Roses,
Shotgun Blues,Guns N' Roses,
Perfect Crime,Guns N' Roses,
Dust N' Bones,Guns N' Roses,
Automatic Overdrive,Slash,
The Dissident,Slash,
Bent to Fly,Slash,
Bury the Rose,Johnny Booth,
Rebuttal,Johnny Booth,
Holographic Sight,The Human Abstract,
Foreign Anchor,Greyhaven,
All Candy,Greyhaven,
Dirty Deeds Done Dirt Cheap,Revel 9,
The Collector,Nine Inch Nails,
Discipline,Nine Inch Nails,
Into the Sun,The Parlor Mob,
Nong Eye Gong,The Dillinger Escape Plan,
Power of the High,Cane Hill,
26 Ghosts III,Nine Inch Nails,
Overconfidence - Remixed by Teru from Crossfaith,Tallah;Crossfaith,
Xeno,Crossfaith,
LEAVES,Earthists.,
"Teacher, Teacher!",Jinjer,
Cotton Shot,MouthBreather,
Take Your Pick (Feat. Corpsegrinder),Ice Nine Kills;Corpsegrinder,
Prosthetics,Slipknot,
(sic),Slipknot,
Solway Firth,Slipknot,
Red Flag,Slipknot,
Unsainted,Slipknot,
Where Is Everybody?,Nine Inch Nails,
Pneumonia Knife,Johnny Booth,
Reptile,Nine Inch Nails,
Ruiner,Nine Inch Nails,
The Becoming,Nine Inch Nails,
I Do Not Want This,Nine Inch Nails,
Cry Baby,OFFICIAL HIGE DANDISM,
White Lighters,Greyhaven,
Kappa (River Child),Greyhaven,
Paranoid,Black Sabbath,
Final Countdown,Norther,
Get Got,Death Grips,
Herr Faust,Mick Gordon;Fredrik Thordendal,
Transistor Fist,Mick Gordon,
Rip & Tear,Mick Gordon,
Sadist,Reflections,
Arkhipov Calm,Converge,
Under Duress,Converge,
Eye of the Quarrel,Converge,
A Single Tear,Converge,
Homewrecker,Converge,
Blood Moon,Converge;Chelsea Wolfe,
Low Life,Crobot,
Beyond Repair,Johnny Booth,
Thief,Johnny Booth,
Quantum Flux,Northlane,
Instability,Dragged Under,
Acid Green,Daybreak,
Clipped,Jynx,
Deicide,生 Conform 死,
Eat More Death,生 Conform 死,
Roman Holiday,生 Conform 死,
Further from the Surface,Artificial Language,
Now We Sleep,Artificial Language;Michael Lessard,
Fix Your Face,The Dillinger Escape Plan,
Chinese Whispers,The Dillinger Escape Plan,
Sole Impulse,Vatican,
Ataraxia,Team Sleep,
Oddity,Coal Chamber,
Eraser,Nine Inch Nails,
No Happy Ever After,Bullet For My Valentine,
My Reverie,Bullet For My Valentine,
Sweet Machine,Greyhaven,
The Cannon's Mouth,Caligula's Horse,
Shameful Metaphors,Chevelle,
Jars,Chevelle,
Fell into Your Shoes,Chevelle,
Letter from a Thief,Chevelle,
Interlewd,Chevelle,
The Chapeltown Rag,Slipknot,
Dark Heart Ceremony,Carnifex,
Black Star,The Faceless,
Hour Of Rats,The Red Chord,
Liberate,Slipknot,
Purity,Slipknot,
Surfacing,Slipknot,
Host Disorder,Every Time I Die,
Turtles All The Way Down,Every Time I Die,
Drown Me in Blood,Carnifex,
The Polyglutamine Pact,War From A Harlots Mouth,
"And In the Right To Make Mistakes, We May Lose And Start Again...",War From A Harlots Mouth,
Transmetropolitan,War From A Harlots Mouth,
"If You Want To Blame Us For Something Wrong, Please Abuse This Song!",War From A Harlots Mouth,
Fighting Wars With Keyboards,War From A Harlots Mouth,
Mulder,War From A Harlots Mouth,
The District Attorneys Are Selling Your Blood,War From A Harlots Mouth,
One of Us is the Killer,The Dillinger Escape Plan,
CH 375 268 277 ARS,The Dillinger Escape Plan,
Hero of the Soviet Union,The Dillinger Escape Plan,
When I Lost My Bet,The Dillinger Escape Plan,
Crossburner,The Dillinger Escape Plan,
Magic That I Held You Prisoner,The Dillinger Escape Plan,
Judged,Billy Talent,
Panasonic Youth,The Dillinger Escape Plan,
Sunshine the Werewolf,The Dillinger Escape Plan,
The Sweet Life,Every Time I Die,
Organ Grinder,Every Time I Die,
For The Record,Every Time I Die,
The Marvelous Slut,Every Time I Die,
Little Brother,The Blue Stones,
Rolling With the Punches,The Blue Stones,
The Hard Part,The Blue Stones,
The Drop,The Blue Stones,
Hela,Car Bomb,
Good Neighbor,The Dillinger Escape Plan,
Lost Souls' Alliance,Peter McConnell,
Grim Fandango,Peter McConnell,
Companeros,Peter McConnell,
Mr. Frustration Man,Peter McConnell,
Control,Alexisonfire,
The Experiment,Cristobal Tapia De Veer,
Utopia Finale,Cristobal Tapia De Veer,
Dislocated Thumbs Part 2,Cristobal Tapia De Veer,
Utopia Descent,Cristobal Tapia De Veer,
The Network,Cristobal Tapia De Veer,
Dislocated Thumbs Part 1,Cristobal Tapia De Veer,
Mr. Rabbit It Is,Cristobal Tapia De Veer,
Utopia Overture,Cristobal Tapia De Veer,
Arby's Oratorio,Cristobal Tapia De Veer,
真実は告げる 2001,Masakazu Sugimori,
成歩堂龍一 ～異議あり! 2001,Masakazu Sugimori,
尋問 ～モデラート 2001,Masakazu Sugimori,
逆転裁判・開廷,Masakazu Sugimori,
法廷休憩室 ～始まりの序曲,Masakazu Sugimori,
追求 ～追いつめられて,Masakazu Sugimori,
Chromatic Aberration,Native Construct,
The Spark of the Archon,Native Construct,
Mute,Native Construct,
Tourette's,Every Time I Die,
Dead in Hollywood,Murderdolls,
The Romance of Affliction,SeeYouSpaceCowboy...;If I Die First,
Melodrama Between Two Entirely Bored Individuals,SeeYouSpaceCowboy...,
Misinterpreting Constellations,SeeYouSpaceCowboy...,
"Life as a Soap Opera Plot, 26 Years Running",SeeYouSpaceCowboy...;Keith Buckley,
The End to a Brief Moment of Lasting Intimacy,SeeYouSpaceCowboy...,
No Servant,Nails,
Crossing The Rubicon,The Human Abstract,
Greyer Than You Remember,Employed To Serve,
The Seduction,He Is Legend,
Kneel,Ion Dissonance,
Wrongdoers,Norma Jean,
Crowd Control,Johnny Booth,
The Misery We Make,Darkest Hour,
Digital Veil,The Human Abstract,
Elegiac,The Human Abstract,
Faust,The Human Abstract,
Antebellum,The Human Abstract,
Patterns,The Human Abstract,
There's No Bottom to This,Artificial Language,
The Wild Haunt,Artificial Language,
Endless Naught,Artificial Language,
Don't See Ghosts,Dry Kill Logic,
Diana,Chelsea Wolfe,
Burn the Straw Man,Butcher Babies,
Unself Portrait,Artificial Language,
What a Horrible Night to Have a Curse,The Black Dahlia Murder,
Bottomless Pit,Death Grips,
Take a Picture,Destiny Potato,
I've Seen Footage,Death Grips,
David De La Hoz,The Chariot,
Psycho Hours,Structures,
Victim,Eighteen Visions,
The Facts,Trap Them,
You Will Never Be One of Us,Nails,
Violence Is Forever,Nails,
Aeris,Veil Of Maya,
Leeloo,Veil Of Maya,
Nyu,Veil Of Maya,
Lucy,Veil Of Maya,
Overstayer,Every Time I Die,
Saturnalia,Every Time I Die,
Cheap Ludes,Every Time I Die,
All Structures Are Unstable,Every Time I Die,
1977,Every Time I Die,
Enigma,Within The Ruins,
Atlas Novus,Scale The Summit,
Black Heart,Within The Ruins,
There Is Nothing Left,All Shall Perish,
Old Light,Every Time I Die,
The Great Secret,Every Time I Die,
Pelican Of The Desert,Every Time I Die,
Decayin' With The Boys,Every Time I Die,
Moor,Every Time I Die,
Leatherneck,Every Time I Die,
Buffalo 666,Every Time I Die,
After One Quarter Of A Revolution,Every Time I Die,
White Smoke,Every Time I Die,
Who Invited The Russian Soldier?,Every Time I Die,
Wanderlust,Every Time I Die,
Scattered Sprites,Car Bomb,
Antipatterns,Car Bomb,
Eyecide,Car Bomb,
Nothing Visible; Ocean Empty,Every Time I Die,
The Coin Has A Say,Every Time I Die,
Petal,Every Time I Die,
Just As Real But Not As Brightly Lit,Every Time I Die,
Religion Of Speed,Every Time I Die,
Two Summers,Every Time I Die,
I Didn't Want To Join Your Stupid Cult Anyway,Every Time I Die,
2 + 2 = 5,Radiohead,
Widower,The Dillinger Escape Plan,
Limerent Death,The Dillinger Escape Plan,
Wanting Not so Much to as To,The Dillinger Escape Plan,
Surrogate,The Dillinger Escape Plan,
43% Burnt,The Dillinger Escape Plan,
"Farewell, Mona Lisa",The Dillinger Escape Plan,
Dissociation,The Dillinger Escape Plan,
"What's up, people?!",MAXIMUM THE HORMONE,
Nuclear Fusion,RichaadEB,
Horizon To Zenith,The Human Abstract,
Low Feels Blvd,The Dillinger Escape Plan,
The Whip,Every Time I Die,
Murders Come With Smiles,Dance Club Massacre,
Injustice for All,Molotov Solution,
Bow Down,Born Of Osiris,
An Autopsy,The Faceless,
This Is Exile,Whitechapel,
War Eternal,Arch Enemy,
You Ain't No Family,iwrestledabearonce,
Zetsubou Billy,Suzoh;Vilem;Flo Tizou,
Complex Terms,The Human Abstract,
"Vela, Together We Await The Storm",The Human Abstract,
Desiderata,The Human Abstract,
Polaris,The Human Abstract,
Nocturne,The Human Abstract,
The Hounds Of Anubis,The Word Alive,
Aus Traum und Tanz. Ein Walzer.,Michael Haas;Emmerich Haimer;Angizia,
Der Teufel hält die Fäden,Emmerich Haimer;Michael Haas;Angizia,
Bathed in Venom,Deadlights,
Hollow Bodies,blessthefall,
A Dance With Aera Cura,Miss May I,
Deathless,Miss May I,
Death By A Thousand Cuts,Bullet For My Valentine,
Parasite,Bullet For My Valentine,
Paralysed,Bullet For My Valentine,
Eyeless,Slipknot,
Understanding Decay,The Dillinger Escape Plan,
Nothing's Funny,The Dillinger Escape Plan,
Prancer,The Dillinger Escape Plan,
Paranoia Shields,The Dillinger Escape Plan,
This Circus,Chevelle,
A New Momentum,Chevelle,
Highland's Apparition,Chevelle,
Roswell's Spell,Chevelle,
Pencil Fight,Atomship,
Dreh auf!,We Butter The Bread With Butter,
Blinded,Alien Weaponry,
Asylum,Vended,
This Cut Was the Deepest,The Tony Danza Tapdance Extravaganza,
Desperate Pleasures,Every Time I Die,
Tender Abuse,Converge,
The Crossfire,The Tony Danza Tapdance Extravaganza,
Behind Those Eyes,The Tony Danza Tapdance Extravaganza,
Gallery of Thrills,The Number Twelve Looks Like You,
Empty Calm,The Number Twelve Looks Like You,
If These Bullets Could Talk,The Number Twelve Looks Like You,
Honeysuckle,The Dillinger Escape Plan,
Overcome,Aviana,
Cursed,Gideon,
Alive,Bleed From Within,
AWOL,Every Time I Die,
White Void,Every Time I Die,
Talking Heads,Northlane,
Aggressive Evolution,Loathe,
The Legend Of Zelda,August Burns Red,
Spineless,Blood Youth,
Servant and Master,Loathe,
Through The Needle’s Eye,My Ticket Home,
Early Grave,The Contortionist,
